trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_BNF_product_description,score,to_remove_dups,DM+D: Product Description,BNF Code,SNOMED Code,AB_PRESUMED.DIAGNOSIS
prescriptions,prednisolone,both_sexes,,,,,prednisolone,corticosteroid,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-prednisolone-both_sexes.tsv.bgz.tbi,29294,15643,10966,"AFR,CSA,EAS,EUR,MID",5,229,,730,82,25014,93,6407,,8146,2627,395517,1506,0.17334,,0.0404,0.0677,0.077142,0.0472,0.97285,,0.97622,1.006,1.1001,1.0796,prescriptions-prednisolone-both_sexes.tsv.bgz,prescriptions-prednisolone-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-prednisolone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-prednisolone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-prednisolone-both_sexes.tsv.bgz.tbi,2167725681,2197478,684a82ad07edfed49266b16237212b6a,94a075f78323dfa1492a9258da5e03a1,PR_prednisolone_h0.07714_n29294,,0,PR_prednisolone_h0.07714,1.08,,,,,Prednisolone 1mg tablets,61,0,Prednisolone 1mg tablets,0603020T0AAAAAA,1.48E+16,
prescriptions,pregabalin,both_sexes,,,,,pregabalin,"anti-epileptic,AED,anticonvulsant",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-pregabalin-both_sexes.tsv.bgz.tbi,5742,3116,2004,"AFR,CSA,EUR",3,76,,180,,4740,,6560,,8696,,415791,,0.13017,,0.0732,,0.081824,,0.9941,,1.0031,,1.0495,,prescriptions-pregabalin-both_sexes.tsv.bgz,prescriptions-pregabalin-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-pregabalin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-pregabalin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-pregabalin-both_sexes.tsv.bgz.tbi,1608724971,2052568,2e2f8ad04b8ada1021791fc8a04371e0,16820e60c4f64a39d4ccc9bb1382b591,PR_pregabalin_h0.08182_n5742,,0,PR_pregabalin_h0.08182,1.04,,,,,Pregabalin 75mg tablets,55,0,Pregabalin 75mg tablets,0408010AEAAAXAX,3.79E+16,
prescriptions,prochlorperazine,both_sexes,,,,,prochlorperazine,"first-generation anti-psychotic,anti-emetic",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-prochlorperazine-both_sexes.tsv.bgz.tbi,23073,14663,6131,"AFR,CSA,EAS,EUR,MID",5,237,,686,99,19331,80,6399,,8190,2610,401200,1519,0.11605,,0,0.0758,0.064423,0.0654,0.99221,,0.99925,1.0108,1.1054,1.055,prescriptions-prochlorperazine-both_sexes.tsv.bgz,prescriptions-prochlorperazine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-prochlorperazine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-prochlorperazine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-prochlorperazine-both_sexes.tsv.bgz.tbi,2161905138,2196884,a5cd6b821daece448ce0d521910dedef,c4869c8b8a03c55128f59c1732cec084,PR_prochlorperazine_h0.06442_n23073,,0,PR_prochlorperazine_h0.06442,1.11,,,,,Prochlorperazine 5mg tablets,68,0,Prochlorperazine 5mg tablets,0406000T0AAAGAG,5.41E+15,
prescriptions,propranolol,both_sexes,,,,,propranolol,"non-selective beta-blocker,beta blocker",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-propranolol-both_sexes.tsv.bgz.tbi,14226,8990,3838,"AFR,CSA,EUR",3,95,,211,,12218,,6541,,8665,,408313,,0.14252,,0.10788,,0.065503,,1.0067,,0.99969,,1.0636,,prescriptions-propranolol-both_sexes.tsv.bgz,prescriptions-propranolol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-propranolol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-propranolol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-propranolol-both_sexes.tsv.bgz.tbi,1643827653,2058812,d5c6572dfb6c46b547493fafb60684f6,43c3338a51fb4d48e0210d9e1fb89a73,PR_propranolol_h0.06550_n14226,,0,PR_propranolol_h0.06550,1.05,,,,,Propranolol 10mg tablets,57,0,Propranolol 10mg tablets,0204000R0AAAHAH,4.12E+16,HTN/IHD/Hyperthyroidism/Anxiety/Migraine
prescriptions,polyethylene glycol,both_sexes,,,,,polyethylene glycol,"osmotic laxative,laxative",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-polyethylene_glycol-both_sexes.tsv.bgz.tbi,4168,2318,1429,"AFR,CSA,EUR",3,50,,132,,3460,,6586,,8744,,417071,,0.13484,,0.0125,,0.063923,,0.97588,,1.0221,,1.0383,,prescriptions-polyethylene_glycol-both_sexes.tsv.bgz,prescriptions-polyethylene_glycol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-polyethylene_glycol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-polyethylene_glycol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-polyethylene_glycol-both_sexes.tsv.bgz.tbi,1576592887,2046751,fea9f84742eac23eac6b45fdaa35c0c5,7ee20c45078464cd237db366f262c2a4,PR_polyethylene_glycol_h0.06392_n4168,T52.3X1,0,PR_polyethylene_glycol_h0.06392,1,,,,,Propylene glycol liquid,62,0,Propylene glycol liquid,190400000AAAWAW,4.30E+15,
prescriptions,osmotic laxative,both_sexes,,,,,osmotic laxative,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-osmotic_laxative-both_sexes.tsv.bgz.tbi,4491,2570,1538,"CSA,EUR",2,,,82,,3901,,,,8794,,416630,,,,0.17991,,0.076244,,,,0.99829,,1.045,,prescriptions-osmotic_laxative-both_sexes.tsv.bgz,prescriptions-osmotic_laxative-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-osmotic_laxative-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-osmotic_laxative-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-osmotic_laxative-both_sexes.tsv.bgz.tbi,1117855352,1933252,f6fbeeef306aa9e45f1bcfa4af0b3cd7,b7f243882107316a4b24d92cc5fb702e,PR_osmotic_laxative_h0.07624_n4491,T47.3X1A,0,PR_osmotic_laxative_h0.07624,1.01,,,,,Prosthetic adhesives,56,0,Prosthetic adhesives,21390000100,4.09E+16,
prescriptions,calcium channel blocker|dihydropyridine|anti-hypertensive,both_sexes,,,,,calcium channel blocker|dihydropyridine|anti-hypertensive,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-calcium_channel_blocker|dihydropyridine|anti-hypertensive-both_sexes.tsv.bgz.tbi,36448,15391,17489,"AFR,CSA,EAS,EUR,MID",5,620,,1078,153,30420,111,6016,,7798,2556,390111,1488,0.0387,,0.0182,0.0818,0.07289,0.0976,0.98574,,0.96672,1.0142,1.1185,0.99502,prescriptions-calcium_channel_blocker|dihydropyridine|anti-hypertensive-both_sexes.tsv.bgz,prescriptions-calcium_channel_blocker|dihydropyridine|anti-hypertensive-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-calcium_channel_blocker|dihydropyridine|anti-hypertensive-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-calcium_channel_blocker|dihydropyridine|anti-hypertensive-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-calcium_channel_blocker|dihydropyridine|anti-hypertensive-both_sexes.tsv.bgz.tbi,2200180622,2202707,2817ea5206ac443e2d31ea116a2b0e8d,9d2ee157a290ba679596ca94d3abb5fd,PR_calcium_channel_blocker_dihydropyridine_antihypertensive_h0.07289_n36448,T46.1,0,PR_calcium_channel_blocker_dihydropyridine_antihypertensive_h0.07289,1.15,not_EUR_plus_1,,0.0262,,Quinine dihydrochloride powder,44,1,Quinine dihydrochloride powder,,1.06E+16,
prescriptions,quinine bisulfate,both_sexes,,,,,quinine bisulfate,anti-malarial,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-quinine_bisulfate-both_sexes.tsv.bgz.tbi,8408,4586,3039,"AFR,CSA,EUR",3,97,,323,,7030,,6539,,8553,,413501,,0.0267,,0.0262,,0.09383,,1.0119,,1.0329,,1.052,,prescriptions-quinine_bisulfate-both_sexes.tsv.bgz,prescriptions-quinine_bisulfate-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-quinine_bisulfate-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-quinine_bisulfate-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-quinine_bisulfate-both_sexes.tsv.bgz.tbi,1639536476,2057549,542b7445879ba00bca8682fdf1fab2a7,f4b308c63438253d363965e5b77a0a86,PR_quinine_bisulfate_h0.09383_n8408,Z16.31,0,PR_quinine_bisulfate_h0.09383,1.09,,,,,Quinine sulfate powder,72,0,Quinine sulfate powder,,1.06E+16,
categorical,20003,both_sexes,1140860806,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,ramipril,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140860806.tsv.bgz.tbi,22415,7971,14444,"AFR,EAS,EUR,MID",4,293,,,60,19622,79,6331,,,2647,400851,1516,0.019,,,0.0748,0.06008,0.035,1.0122,,,1.0248,1.0702,1.0014,categorical-20003-both_sexes-1140860806.tsv.bgz,categorical-20003-both_sexes-1140860806.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140860806.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140860806.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140860806.tsv.bgz.tbi,1854180694,2124675,f9672e7ac55ebca69a7b78936617fba7,bbc4938c425f96f9f83566ff84f414c6,CA_PR_ramipril_h0.06008_n22415,,0,CA_PR_ramipril_h0.06008,1.06,not_EUR_plus_1,,0.0215,,Ramipril 5mg tablets,50,1,Ramipril 5mg tablets,0205051R0AAAMAM,3.38E+16,
prescriptions,ramipril,both_sexes,,,,,ramipril,"ACE inhibitor,anti-hypertensive",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-ramipril-both_sexes.tsv.bgz.tbi,29100,11054,15320,"AFR,CSA,EAS,EUR,MID",5,279,,870,99,24599,102,6357,,8006,2610,395932,1497,0.0122,,0.0392,0.0777,0.076847,0.0813,1.0089,,0.99498,1.0224,1.1138,1.0195,prescriptions-ramipril-both_sexes.tsv.bgz,prescriptions-ramipril-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ramipril-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ramipril-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-ramipril-both_sexes.tsv.bgz.tbi,2177055672,2198820,bd4f5fe4910c890a3c87af53a5661518,e4a5a731076fac1f88fa87ab6e1b7279,PR_ramipril_h0.07685_n29100,,0,PR_ramipril_h0.07685,1.12,,,,,Ramipril 5mg tablets,50,0,Ramipril 5mg tablets,0205051R0AAAMAM,3.38E+16,
prescriptions,ranitidine,both_sexes,,,,,ranitidine,"histamine H2 antagonist,antihistamine",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-ranitidine-both_sexes.tsv.bgz.tbi,18698,10087,6787,"AFR,CSA,EAS,EUR,MID",5,204,,613,74,15615,72,6432,,8263,2635,404916,1527,0.0321,,0.0445,0.1214,0.069718,0.0854,0.98309,,0.97255,1.0036,1.0825,1.0337,prescriptions-ranitidine-both_sexes.tsv.bgz,prescriptions-ranitidine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ranitidine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-ranitidine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-ranitidine-both_sexes.tsv.bgz.tbi,2152853855,2195135,8a6040378188345adaae4d9be19edd60,78e0514ed9c94e6a45543cedca17a23c,PR_ranitidine_h0.06972_n18698,,0,PR_ranitidine_h0.06972,1.06,,,,,Ranitidine 75mg tablets,55,0,Ranitidine 75mg tablets,0103010T0AAAPAP,1.24E+15,
prescriptions,anti-migraine agent|serotonin receptor antagonist,both_sexes,,,,,anti-migraine agent|serotonin receptor antagonist,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-migraine_agent|serotonin_receptor_antagonist-both_sexes.tsv.bgz.tbi,2859,1984,633,"CSA,EUR",2,,,61,,2467,,,,8815,,418064,,,,0.0906,,0.074043,,,,1.0047,,1.0379,,prescriptions-anti-migraine_agent|serotonin_receptor_antagonist-both_sexes.tsv.bgz,prescriptions-anti-migraine_agent|serotonin_receptor_antagonist-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-migraine_agent|serotonin_receptor_antagonist-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-anti-migraine_agent|serotonin_receptor_antagonist-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-anti-migraine_agent|serotonin_receptor_antagonist-both_sexes.tsv.bgz.tbi,1096598331,1929789,69fd783ab0cdf7f9626ac6cbbcdb12e9,5c28ed26362332c36097fcc34a705097,PR_antimigraine_agent_serotonin_receptor_antagonist_h0.07404_n2859,T50.7,0,PR_antimigraine_agent_serotonin_receptor_antagonist_h0.07404,1.03,h2_z_insignificant,,0.0033,,Ranitidine 75mg tablets (Herbal Concepts Ltd),47,0,Ranitidine 75mg tablets (Herbal Concepts Ltd),0103010T0AAAPAP,3.60E+16,
prescriptions,lipase inhibitor|obesity,both_sexes,,,,,lipase inhibitor|obesity,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz.tbi,5273,3352,1324,"AFR,CSA,EUR",3,96,,171,,4289,,6540,,8705,,416242,,0.0923,,0.0249,,0.1677,,1.0004,,1.0026,,1.0891,,prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz,prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lipase_inhibitor|obesity-both_sexes.tsv.bgz.tbi,1614750576,2053198,f7efeec5f393d5334886e55296bd71c1,43121d337a69cbae19e698033a6c2dd3,PR_lipase_inhibitor_obesity_h0.16770_n5273,O99.214,0,PR_lipase_inhibitor_obesity_h0.16770,1.07,,,,,Ripretinib 50mg tablets,47,0,Ripretinib 50mg tablets,,4.11E+16,
categorical,20003,both_sexes,1140922174,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,alendronate sodium,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140922174.tsv.bgz.tbi,5534,4689,845,"CSA,EUR",2,,,107,,4801,,,,8742,,415672,,,,0.0911,,0.05033,,,,1.0151,,1.0401,,categorical-20003-both_sexes-1140922174.tsv.bgz,categorical-20003-both_sexes-1140922174.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140922174.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140922174.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140922174.tsv.bgz.tbi,1128544549,1935332,87984fd8812ff35b31cb2ddfc1708b72,0b75ba8e7d854dc614e218afbcc57c6e,CA_PR_alendronate_sodium_h0.05033_n5534,P74.2,0,CA_PR_alendronate_sodium_h0.05033,1.06,h2_z_insignificant,,0.0063,,Risedronate sodium 5mg tablets,62,0,Risedronate sodium 5mg tablets,0606020R0AAAAAA,1.75E+16,
prescriptions,abortive anti-migraine agent|selective serotonin receptor agonist|migraine,both_sexes,,,,,abortive anti-migraine agent|selective serotonin receptor agonist|migraine,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz.tbi,5333,3784,1001,"AFR,CSA,EUR",3,51,,102,,4534,,6585,,8774,,415997,,0.13272,,0.0595,,0.088208,,1.0246,,1.031,,1.0361,,prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz,prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz.tbi,1582640264,2048303,c3de548a950f1220cd9f547446596dc0,c046d286343a9ea7d036825005127a29,PR_abortive_antimigraine_agent_selective_serotonin_receptor_agonist_migraine_h0.08821_n5333,,0,PR_abortive_antimigraine_agent_selective_serotonin_receptor_agonist_migraine_h0.08821,1.06,h2_z_insignificant,,0.0048,,Ropivacaine 500mg/250ml solution for infusion administration system,43,1,Ropivacaine 500mg/250ml solution for infusion administration system,,3.53E+16,
categorical,20003,both_sexes,1141192410,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,rosuvastatin,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192410.tsv.bgz.tbi,2956,1210,1746,"CSA,EUR",2,,,57,,2599,,,,8792,,417874,,,,0.0629,,0.064804,,,,1.0022,,1.0493,,categorical-20003-both_sexes-1141192410.tsv.bgz,categorical-20003-both_sexes-1141192410.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192410.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192410.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192410.tsv.bgz.tbi,1096992697,1930093,8f799e534438e96d311197336280eae9,e9a65978ec57b9842dee400d916db196,CA_PR_rosuvastatin_h0.06480_n2956,,0,CA_PR_rosuvastatin_h0.06480,1.06,h2_z_insignificant,,0.0049,,Rosuvastatin 5mg tablets,61,1,Rosuvastatin 5mg tablets,0212000AAAAADAD,1.87E+16,
prescriptions,rosuvastatin,both_sexes,,,,,rosuvastatin,"HMG CoA reductase inhibitor,statin",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-rosuvastatin-both_sexes.tsv.bgz.tbi,4026,1665,1946,"CSA,EUR",2,,,135,,3352,,,,8741,,417179,,,,0.00987,,0.073684,,,,1.023,,1.0479,,prescriptions-rosuvastatin-both_sexes.tsv.bgz,prescriptions-rosuvastatin-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-rosuvastatin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-rosuvastatin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-rosuvastatin-both_sexes.tsv.bgz.tbi,1119436284,1933057,aa4820e235f906564bf55c72498f8832,dab86d6a86c17fc01b424ca5763d9d33,PR_rosuvastatin_h0.07368_n4026,,1,PR_rosuvastatin_h0.07368,1.05,,,,,Rosuvastatin 5mg tablets,61,0,Rosuvastatin 5mg tablets,0212000AAAAADAD,1.87E+16,
categorical,20003,both_sexes,1140926606,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,salbutamol 100micrograms spacehaler,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140926606.tsv.bgz.tbi,3000,1732,1268,"CSA,EUR",2,,,59,,2652,,,,8790,,417821,,,,0,,0.10969,,,,1.0093,,1.0433,,categorical-20003-both_sexes-1140926606.tsv.bgz,categorical-20003-both_sexes-1140926606.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140926606.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140926606.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140926606.tsv.bgz.tbi,1098265934,1930213,40f0a63f005b6f91b19b19c4ab96f64b,ca5dd047ab5a47fcb3c6c8e70949ed48,CA_PR_salbutamol_100micrograms_spacehaler_h0.10969_n3000,,0,CA_PR_salbutamol_100micrograms_spacehaler_h0.10969,1.04,h2_z_insignificant,,0.0015,,Salbutamol 100micrograms/dose inhaler,81,0,Salbutamol 100micrograms/dose inhaler,0301011R0AAAAAA,3.41E+15,
categorical,20003,both_sexes,1140881856,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,salbutamol,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881856.tsv.bgz.tbi,5749,3255,2494,"AFR,CSA,EUR",3,71,,121,,5047,,6553,,8728,,415426,,0.1711,,0.12157,,0.13623,,1.003,,0.98725,,1.0725,,categorical-20003-both_sexes-1140881856.tsv.bgz,categorical-20003-both_sexes-1140881856.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881856.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140881856.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140881856.tsv.bgz.tbi,1602452426,2051553,076f7afd4c2927b70cd3372179cbd4b6,e800b664a55aa84e6cbfa22594464456,CA_PR_salbutamol_h0.13623_n5749,,0,CA_PR_salbutamol_h0.13623,1.07,PASS,"AFR,CSA,EUR",0.0125,,Salbutamol 2mg tablets,56,0,Salbutamol 2mg tablets,0301011R0AAAZAZ,1.28E+15,
