trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_phenocode,score,to_remove_dups
categorical,41200,both_sexes,V337,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V33.7 Primary microdiscectomy of lumbar intervertebral disc,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V337.tsv.bgz.tbi,1038,570,468,EUR,1,,,,,912,,,,,,419619,,,,,,0.13842,,,,,,1.0465,,categorical-41200-both_sexes-V337.tsv.bgz,categorical-41200-both_sexes-V337.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V337.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V337.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V337.tsv.bgz.tbi,536366756,1751744,8c2668a9dee5a7e5637a18f86ccf3c85,d7decafc7949917648757cd5e9f6a0a0,CA_Summary_Operations_h0.13842_n1038,S33.0XXA,0,CA_Primary_microdiscectomy_of_lumbar_intervertebral_disc_h0.13842,1.05,h2_z_insignificant,,0.002,not_found,V33.2 Primary fenestration excision of lumbar intervertebral disc,77,0
categorical,41200,both_sexes,V339,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V33.9 Unspecified primary excision of lumbar intervertebral disc,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V339.tsv.bgz.tbi,212,111,101,EUR,1,,,,,187,,,,,,420344,,,,,,0.21283,,,,,,1.0294,,categorical-41200-both_sexes-V339.tsv.bgz,categorical-41200-both_sexes-V339.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V339.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V339.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V339.tsv.bgz.tbi,515408012,1750269,138da35c0faa6cbd75eead972b41054c,69919cc9adaec2dde42740f0d78e580b,CA_Summary_Operations_h0.21283_n212,,0,CA_Unspecified_primary_excision_of_lumbar_intervertebral_disc_h0.21283,1.02,h2_z_insignificant,,0.0043,not_found,V33.2 Primary fenestration excision of lumbar intervertebral disc,78,0
categorical,41200,both_sexes,V485,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V48.5 Radiofrequency controlled thermal denervation of spinal facet joint of lumbar vertebra,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V485.tsv.bgz.tbi,699,439,260,EUR,1,,,,,606,,,,,,419925,,,,,,0.066802,,,,,,1.0273,,categorical-41200-both_sexes-V485.tsv.bgz,categorical-41200-both_sexes-V485.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V485.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V485.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V485.tsv.bgz.tbi,532376444,1751283,adf4d44495c3e5f6e81d6767287d4e3d,0cf996ba911d15a0171310f36d542832,CA_Summary_Operations_h0.06680_n699,,0,CA_Radiofrequency_controlled_thermal_denervation_of_spinal_facet_joint_of_lumbar_vertebra_h0.06680,0.995,h2_z_insignificant,,-0.0011,not_found,L88.2 Radiofrequency ablation of varicose vein of leg,51,0
categorical,41200,both_sexes,V544,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",V54.4 Injection around spinal facet of spine,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V544.tsv.bgz.tbi,6122,3977,2145,"AFR,CSA,EUR",3,118,,150,,5268,,6518,,8726,,415263,,0.0469,,0,,0.089631,,1.031,,1.0152,,1.0682,,categorical-41200-both_sexes-V544.tsv.bgz,categorical-41200-both_sexes-V544.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V544.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-V544.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-V544.tsv.bgz.tbi,1629051898,2056070,833072b97c12917c91cffdd639c46810,11c4b672d91c0cb67b44e0c00d3326a4,CA_Injection_around_spinal_facet_spine_h0.08963_n6122,M46.09,0,CA_Injection_around_spinal_facet_spine_h0.08963,1.06,PASS,"CSA,EUR",0.0112,not_found,A57.7 Injection of therapeutic substance around spinal nerve root,53,0
categorical,41200,both_sexes,W068,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W06.8 Other specified total excision of bone,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W068.tsv.bgz.tbi,1346,1087,259,EUR,1,,,,,1236,,,,,,419295,,,,,,0.22717,,,,,,1.0459,,categorical-41200-both_sexes-W068.tsv.bgz,categorical-41200-both_sexes-W068.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W068.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W068.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W068.tsv.bgz.tbi,539180740,1751842,2bd7b9d4cff883869ad51bda1c8b0190,01d5adfc8b989cb165dcac63830dd9ed,CA_Summary_Operations_h0.22717_n1346,S62.398,0,CA_Other_specified_total_excision_of_bone_h0.22717,1.03,h2_z_insignificant,,0.0055,not_found,S06.8 Other specified other excision of lesion of skin,78,0
categorical,41200,both_sexes,W151,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W15.1 Osteotomy of neck of first metatarsal bone,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W151.tsv.bgz.tbi,1258,1158,100,EUR,1,,,,,1107,,,,,,419424,,,,,,0.15763,,,,,,1.0064,,categorical-41200-both_sexes-W151.tsv.bgz,categorical-41200-both_sexes-W151.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W151.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W151.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W151.tsv.bgz.tbi,538219157,1751752,50b28a5737882c8599a4cce7dd88749f,e11e4afb494960d153704a0271ffe536,CA_Summary_Operations_h0.15763_n1258,S92.313,0,CA_Osteotomy_of_neck_of_first_metatarsal_bone_h0.15763,1.01,h2_z_insignificant,,0.0054,not_found,W15.3 Osteotomy of first metatarsal bone NEC,85,0
categorical,41200,both_sexes,W153,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W15.3 Osteotomy of first metatarsal bone NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W153.tsv.bgz.tbi,1568,1443,125,EUR,1,,,,,1378,,,,,,419153,,,,,,0.10165,,,,,,1.0251,,categorical-41200-both_sexes-W153.tsv.bgz,categorical-41200-both_sexes-W153.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W153.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W153.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W153.tsv.bgz.tbi,540153794,1751764,9c8cf2baa6ee44ee3d21ba3d74ef8043,6c60b2ec0a5e65b7189fab30f59c4ed1,CA_Summary_Operations_h0.10165_n1568,S92.313,0,CA_Osteotomy_of_first_metatarsal_bone_NEC_h0.10165,1.03,h2_z_insignificant,,0.0054,not_found,W15.1 Osteotomy of neck of first metatarsal bone,85,0
categorical,41200,both_sexes,W195,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W19.5 Primary open reduction of fragment of bone and fixation using screw,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W195.tsv.bgz.tbi,392,202,190,EUR,1,,,,,346,,,,,,420185,,,,,,0.078317,,,,,,0.99668,,categorical-41200-both_sexes-W195.tsv.bgz,categorical-41200-both_sexes-W195.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W195.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W195.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W195.tsv.bgz.tbi,525403259,1751171,0ca764755a66dfef7349867043b732dc,7456cb88c530cdc328170e25455ddfcd,CA_Summary_Operations_h0.07832_n392,,0,CA_Primary_open_reduction_of_fragment_of_bone_and_fixation_using_screw_h0.07832,0.988,h2_z_insignificant,,0.0017,not_found,W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,73,0
categorical,41200,both_sexes,W199,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W19.9 Unspecified primary open reduction of fracture of bone and intramedullary fixation,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W199.tsv.bgz.tbi,269,148,121,EUR,1,,,,,248,,,,,,420283,,,,,,0.18018,,,,,,0.97024,,categorical-41200-both_sexes-W199.tsv.bgz,categorical-41200-both_sexes-W199.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W199.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W199.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W199.tsv.bgz.tbi,520799826,1750837,dc3c5e7cb3227cbcc6f77b089830b3b0,9ce29f6dd5970acff4ad6789f5beca7c,CA_Summary_Operations_h0.18018_n269,,0,CA_Unspecified_primary_open_reduction_of_fracture_of_bone_and_intramedullary_fixation_h0.18018,0.997,h2_z_insignificant,,-0.0006,not_found,W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,76,0
categorical,41200,both_sexes,W201,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W201.tsv.bgz.tbi,4622,3061,1561,EUR,1,,,,,4153,,,,,,416378,,,,,,0.05935,,,,,,1.021,,categorical-41200-both_sexes-W201.tsv.bgz,categorical-41200-both_sexes-W201.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W201.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W201.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W201.tsv.bgz.tbi,545949663,1751782,9b243bdcfe1487cef2aa3f139c54b681,9aeae36ce56c4a59a1b2a368935b25b5,CA_Summary_Operations_h0.05935_n4622,,0,CA_Primary_open_reduction_of_fracture_of_long_bone_and_extramedullary_fixation_using_plate_NEC_h0.05935,1.04,h2_z_insignificant,,0.0012,not_found,W19.9 Unspecified primary open reduction of fracture of bone and intramedullary fixation,76,0
categorical,41200,both_sexes,W214,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W21.4 Primary intra-articular fixation of intra-articular fracture of bone NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W214.tsv.bgz.tbi,292,182,110,EUR,1,,,,,259,,,,,,420272,,,,,,0.13461,,,,,,1.0009,,categorical-41200-both_sexes-W214.tsv.bgz,categorical-41200-both_sexes-W214.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W214.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W214.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W214.tsv.bgz.tbi,521665852,1750800,cf394db7c805964c4760518fcd66599d,d799edc99a4a4b73091ef0ba0d32c76b,CA_Summary_Operations_h0.13461_n292,,0,CA_Primary_intra_articular_fixation_of_intra_articular_fracture_of_bone_NEC_h0.13461,0.993,h2_z_insignificant,,-0.0021,not_found,W26.2 Manipulation of fracture of bone NEC,60,0
categorical,41200,both_sexes,W241,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W24.1 Closed reduction of intracapsular fracture of neck of femur and fixation using nail or screw,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W241.tsv.bgz.tbi,726,451,275,EUR,1,,,,,657,,,,,,419874,,,,,,0.14475,,,,,,1.0065,,categorical-41200-both_sexes-W241.tsv.bgz,categorical-41200-both_sexes-W241.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W241.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W241.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W241.tsv.bgz.tbi,533395563,1751660,df743c05d67d7494db45833bde4d3a24,615eb60aea96ab85d85d8a7a265a3561,CA_Summary_Operations_h0.14475_n726,,0,CA_Closed_reduction_of_intracapsular_fracture_of_neck_of_femur_and_fixation_using_nail_or_screw_h0.14475,1,h2_z_insignificant,,0.0015,not_found,W19.5 Primary open reduction of fragment of bone and fixation using screw,63,0
