trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups,similar_phenocode,score
phecode,531.4,both_sexes,,,"Peptic ulcer, site unspecified",,"Peptic ulcer, site unspecified",digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-531.4-both_sexes.tsv.bgz.tbi,601,216,320,EUR,1,,,,,502,,,,,,411516,,,,,,0.26116,,,,,,1.0032,,phecode-531.4-both_sexes.tsv.bgz,phecode-531.4-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-531.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-531.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-531.4-both_sexes.tsv.bgz.tbi,529695420,1751827,a44d42dc4ab2bd0b47876df34d082eb2,f91803cb4cd995b25711c64ab67453b5,PH_Peptic_ulcer_site_unspecified_h0.26116_n601,K27.4,0,PH_Peptic_ulcer_site_unspecified_h0.26116_L50,1.01,h2_z_insignificant,,0.0027,K27,1,"K27 Peptic ulcer, site unspecified",94
icd10,K27,both_sexes,,,"K27 Peptic ulcer, site unspecified",truncated: true,"K27 Peptic ulcer, site unspecified","Chapter XI Diseases of the digestive system | K20-K31 Diseases of oesophagus, stomach and duodenum | K27 Peptic ulcer, site unspecified",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K27-both_sexes.tsv.bgz.tbi,576,202,313,EUR,1,,,,,479,,,,,,420052,,,,,,0.16656,,,,,,0.99637,,icd10-K27-both_sexes.tsv.bgz,icd10-K27-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K27-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K27-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K27-both_sexes.tsv.bgz.tbi,529417418,1751550,433444e43491287ce16811b53a270e52,b6892e6a65f0531e0e6bb9db04fdb8a0,IC_Peptic_ulcer_site_unspecified_h0.16656_n576,K27,0,IC_Peptic_ulcer_site_unspecified_h0.16656,0.997,h2_z_insignificant,,0.0014,K27,0,"Peptic ulcer, site unspecified",94
phecode,535.1,both_sexes,,,Acute gastritis,,Acute gastritis,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.1-both_sexes.tsv.bgz.tbi,1671,788,747,EUR,1,,,,,1447,,,,,,379860,,,,,,0.14624,,,,,,1.0326,,phecode-535.1-both_sexes.tsv.bgz,phecode-535.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.1-both_sexes.tsv.bgz.tbi,540160196,1751815,396b234e18f3d4783268fe47cfdef088,4a3aa7dd61d0206e72349cf9ad2228a1,PH_Acute_gastritis_h0.14624_n1671,K29.01,0,PH_Acute_gastritis_h0.14624_L50,1.01,h2_z_insignificant,,-0.001,K29,0,Acute sinusitis,73
phecode,535.2,both_sexes,,,Atrophic gastritis,,Atrophic gastritis,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.2-both_sexes.tsv.bgz.tbi,568,266,247,EUR,1,,,,,468,,,,,,379860,,,,,,0.15051,,,,,,0.98154,,phecode-535.2-both_sexes.tsv.bgz,phecode-535.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.2-both_sexes.tsv.bgz.tbi,529298087,1751777,8c50ee1427ba0183227e6daa490e9747,b4dbd5aa0ecddacc55a6c42c23e5f60d,PH_Atrophic_gastritis_h0.15051_n568,K29.40,0,PH_Atrophic_gastritis_h0.15051_D52_D51,0.977,h2_z_insignificant,,-0.0023,K29.4,0,Acute gastritis,73
categorical,20002,both_sexes,1143,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",gastritis/gastric erosions,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1143.tsv.bgz.tbi,779,431,348,EUR,1,,,,,640,,,,,,419833,,,,,,0.16283,,,,,,0.99686,,categorical-20002-both_sexes-1143.tsv.bgz,categorical-20002-both_sexes-1143.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1143.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1143.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1143.tsv.bgz.tbi,532824502,1751682,f03071002e610fb621b2cfebdf775b04,110eb5dc23db524e03c3f33351f67d6c,CA_Medical_conditions_h0.16283_n779,K29.21,0,CA_gastritis_gastric_erosions_h0.16283,1.01,h2_z_insignificant,,0.0011,K29,1,hyperthyroidism/thyrotoxicosis,50
phecode,535.8,both_sexes,,,Other specified gastritis,,Other specified gastritis,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.8-both_sexes.tsv.bgz.tbi,12293,6318,4942,"AFR,CSA,EAS,EUR,MID",5,191,,303,53,10540,60,6032,,7800,2494,379860,1389,0.0342,,0.0217,0.17692,0.055576,0.0985,1.0212,,1.0123,0.98831,1.0431,1.0563,phecode-535.8-both_sexes.tsv.bgz,phecode-535.8-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.8-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.8-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.8-both_sexes.tsv.bgz.tbi,2132413160,2193313,58f307c2252acab949a12fc753a6369b,177e1b63ae10351e06bdf2dbf33b94a8,PH_Other_specified_gastritis_h0.05558_n12293,K29.6,0,PH_Other_specified_gastritis_h0.05558,1.03,h2_z_insignificant,,0.0061,K29.3_K29.5_K29.6,0,Unspecified monoarthritis,68
phecode,535.6,both_sexes,,,Duodenitis,,Duodenitis,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.6-both_sexes.tsv.bgz.tbi,10483,3973,5628,"AFR,CSA,EUR,MID",4,94,,220,,9104,51,6032,,7800,,379860,1389,0.026,,0.0145,,0.060712,0.0923,1.0306,,1.0297,,1.0283,1.0515,phecode-535.6-both_sexes.tsv.bgz,phecode-535.6-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.6-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.6-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.6-both_sexes.tsv.bgz.tbi,1890747901,2130495,666c7a7cb543c3981b3625a7e77a1f21,2242f243f66bcfac56f4ace850456f7c,PH_Duodenitis_h0.06071_n10483,K29.81,0,PH_Duodenitis_h0.06071,1.04,h2_z_insignificant,,0.0045,K29.8,0,Hidradenitis,64
phecode,536,both_sexes,,,Disorders of function of stomach,,Disorders of function of stomach,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-536-both_sexes.tsv.bgz.tbi,345,159,150,EUR,1,,,,,299,,,,,,379860,,,,,,0.40078,,,,,,0.98024,,phecode-536-both_sexes.tsv.bgz,phecode-536-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-536-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-536-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-536-both_sexes.tsv.bgz.tbi,522431431,1750903,7fdbb8b8c94223108a5c63e9c8318726,43b27f9789e354852dd009d9ed7627e7,PH_Disorders_of_function_of_stomach_h0.40078_n345,K59,0,PH_Disorders_of_function_of_stomach_h0.40078,0.934,h2_z_insignificant,,-0.0011,K31,0,Disorders of conjunctiva,68
phecode,540.11,both_sexes,,,Acute appendicitis,,Acute appendicitis,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-540.11-both_sexes.tsv.bgz.tbi,3938,1851,1784,EUR,1,,,,,3490,,,,,,416195,,,,,,0.051381,,,,,,1.0739,,phecode-540.11-both_sexes.tsv.bgz,phecode-540.11-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-540.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-540.11-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-540.11-both_sexes.tsv.bgz.tbi,545071425,1751944,b5aeff7907504c646cb962942d7bebc5,09575edb5562fc6126612024f5afa9f5,PH_Acute_appendicitis_h0.05138_n3938,K35.80,0,PH_Acute_appendicitis_h0.05138,1.04,h2_z_insignificant,,0.0029,K35,1,K35 Acute appendicitis,90
icd10,K35,both_sexes,,,K35 Acute appendicitis,truncated: true,K35 Acute appendicitis,Chapter XI Diseases of the digestive system | K35-K38 Diseases of appendix | K35 Acute appendicitis,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K35-both_sexes.tsv.bgz.tbi,3677,1735,1665,EUR,1,,,,,3261,,,,,,417270,,,,,,0.076741,,,,,,1.0793,,icd10-K35-both_sexes.tsv.bgz,icd10-K35-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K35-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K35-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K35-both_sexes.tsv.bgz.tbi,545170099,1752447,214accfb0b12dbc2add480ee7c60c4a3,0d2be1bed8a17baef2ffa3021e079e73,IC_Acute_appendicitis_h0.07674_n3677,K35,0,IC_Acute_appendicitis_h0.07674,1.06,h2_z_insignificant,,0.0029,K35,0,Acute appendicitis,90
categorical,20002,both_sexes,1502,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",appendicitis,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1502.tsv.bgz.tbi,4087,2233,1854,"CSA,EUR",2,,,71,,3540,,,,8778,,416933,,,,0,,0.082772,,,,1.0272,,1.0245,,categorical-20002-both_sexes-1502.tsv.bgz,categorical-20002-both_sexes-1502.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1502.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1502.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1502.tsv.bgz.tbi,1112584732,1932388,fcd1107343bbc5a316be032058c5a7cb,588485664e144a744459531edf5d18a8,CA_appendicitis_h0.08277_n4087,K36,0,CA_appendicitis_h0.08277,1.04,h2_z_insignificant,,0.0033,K37,0,Acute appendicitis,80
phecode,540,both_sexes,,,Appendiceal conditions,,Appendiceal conditions,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-540-both_sexes.tsv.bgz.tbi,4904,2353,2172,"CSA,EUR",2,,,51,,4336,,,,8825,,416195,,,,0.1667,,0.052072,,,,1.0003,,1.0348,,phecode-540-both_sexes.tsv.bgz,phecode-540-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-540-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-540-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-540-both_sexes.tsv.bgz.tbi,1114686665,1933727,c0f2be0c8d398b34e4f3cfc18ddcb07d,86b38bc14bcdb11374f2e65d4cc6be63,PH_Appendiceal_conditions_h0.05207_n4904,K38.1,0,PH_Appendiceal_conditions_h0.05207,1.03,h2_z_insignificant,,0.0031,K38-K38.0-K38.1-K38.2-K38.3-K38.8-K38.9,0,appendicitis,65
categorical,20002,both_sexes,1513,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",inguinal hernia,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1513.tsv.bgz.tbi,1955,180,1775,EUR,1,,,,,1710,,,,,,418763,,,,,,0.082678,,,,,,1.0111,,categorical-20002-both_sexes-1513.tsv.bgz,categorical-20002-both_sexes-1513.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1513.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1513.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1513.tsv.bgz.tbi,541608831,1751609,42275d4db3795430b79d6d09c1807f4a,bc40de2233e1cb91bcafdc1d34b51dfb,CA_Medical_conditions_h0.08268_n1955,K40,0,CA_inguinal_hernia_h0.08268,1.04,h2_z_insignificant,,0.0022,K40,1,Inguinal hernia,93
phecode,550.1,both_sexes,,,Inguinal hernia,,Inguinal hernia,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-550.1-both_sexes.tsv.bgz.tbi,20736,1342,17925,"AFR,CSA,EUR,MID",4,151,,297,,18559,70,6019,,7837,,363863,1375,0.0338,,0,,0.058159,0.0733,1.0023,,1.0243,,1.0774,1.0457,phecode-550.1-both_sexes.tsv.bgz,phecode-550.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-550.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-550.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-550.1-both_sexes.tsv.bgz.tbi,1926717801,2136520,33bca2f881783da2e08adb7983ed8a6f,f6b7725e2d9b75c5c9feeb896f76d47d,PH_Inguinal_hernia_h0.05816_n20736,K40,0,PH_Inguinal_hernia_h0.05816,1.08,not_EUR_plus_1,,0.0312,K40,1,inguinal hernia,93
icd10,K40,both_sexes,,,K40 Inguinal hernia,truncated: true,K40 Inguinal hernia,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K40 Inguinal hernia,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K40-both_sexes.tsv.bgz.tbi,20427,1304,17687,"AFR,CSA,EUR,MID",4,150,,292,,18291,70,6486,,8584,,402240,1529,0.0239,,0,,0.056853,0.0741,0.99891,,0.97997,,1.0649,1.0353,icd10-K40-both_sexes.tsv.bgz,icd10-K40-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K40-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K40-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K40-both_sexes.tsv.bgz.tbi,1925479637,2136800,d2de536441988941fe42c4d99939441f,4181715c33fcb278fc1e28b2a8468d17,IC_Inguinal_hernia_h0.05685_n20427,K40,0,IC_Inguinal_hernia_h0.05685,1.06,PASS,"EUR,MID",0.0277,K40,0,Inguinal hernia,88
icd10,K41,both_sexes,,,K41 Femoral hernia,truncated: true,K41 Femoral hernia,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K41 Femoral hernia,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K41-both_sexes.tsv.bgz.tbi,855,571,208,EUR,1,,,,,760,,,,,,419771,,,,,,0.24497,,,,,,1.0155,,icd10-K41-both_sexes.tsv.bgz,icd10-K41-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K41-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K41-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K41-both_sexes.tsv.bgz.tbi,534748228,1751534,8211f5086cac208051d9aa28bb0604d1,4047cb1418dfda539af6cca8b6f54531,IC_Femoral_hernia_h0.24497_n855,K41,0,IC_Femoral_hernia_h0.24497,1.01,h2_z_insignificant,,0.0044,K41,0,K43 Ventral hernia,78
phecode,550.4,both_sexes,,,Umbilical hernia,,Umbilical hernia,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-550.4-both_sexes.tsv.bgz.tbi,5224,1326,3481,"AFR,CSA,EUR",3,105,,90,,4541,,6019,,7837,,363863,,0.0834,,0.16006,,0.079905,,1.0106,,1.0391,,1.0521,,phecode-550.4-both_sexes.tsv.bgz,phecode-550.4-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-550.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-550.4-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-550.4-both_sexes.tsv.bgz.tbi,1614853331,2054486,f7d249e3139b67c7001c991bd811554c,82d17645b162b2e2cd7f8ada0112a538,PH_Umbilical_hernia_h0.07991_n5224,K42.9,0,PH_Umbilical_hernia_h0.07991,1.06,PASS,"CSA,EUR",0.0139,K42,1,K42 Umbilical hernia,89
icd10,K42,both_sexes,,,K42 Umbilical hernia,truncated: true,K42 Umbilical hernia,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K42 Umbilical hernia,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K42-both_sexes.tsv.bgz.tbi,5191,1314,3463,"AFR,CSA,EUR",3,105,,90,,4511,,6531,,8786,,416020,,0.079,,0.18882,,0.077416,,1.0105,,1.01,,1.0536,,icd10-K42-both_sexes.tsv.bgz,icd10-K42-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K42-both_sexes.tsv.bgz.tbi,1614658234,2054491,fe65321b50222bcba8c6c375dea4f7c1,2cbc99a77b602ac6c2d27ec2a534a5da,IC_Umbilical_hernia_h0.07742_n5191,K42,0,IC_Umbilical_hernia_h0.07742,1.05,not_EUR_plus_1,,0.0121,K42,0,Umbilical hernia,89
phecode,550.5,both_sexes,,,Ventral hernia,,Ventral hernia,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-550.5-both_sexes.tsv.bgz.tbi,5016,2317,2318,"AFR,CSA,EUR",3,79,,58,,4426,,6019,,7837,,363863,,0.12613,,0.19725,,0.07929,,1.0111,,0.99882,,1.0674,,phecode-550.5-both_sexes.tsv.bgz,phecode-550.5-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-550.5-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-550.5-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-550.5-both_sexes.tsv.bgz.tbi,1596482953,2051582,9f130e188c1db1c3f919d6b05ca50341,acedcd6a87eb4f2ef74014449374662c,PH_Ventral_hernia_h0.07929_n5016,K43.9,0,PH_Ventral_hernia_h0.07929,1.07,h2_z_insignificant,,0.0034,K43,1,K43 Ventral hernia,88
icd10,K43,both_sexes,,,K43 Ventral hernia,truncated: true,K43 Ventral hernia,Chapter XI Diseases of the digestive system | K40-K46 Hernia | K43 Ventral hernia,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K43-both_sexes.tsv.bgz.tbi,4646,2177,2123,"AFR,CSA,EUR",3,78,,58,,4097,,6558,,8818,,416434,,0.12725,,0.23842,,0.070035,,1.0263,,1.0004,,1.0723,,icd10-K43-both_sexes.tsv.bgz,icd10-K43-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-K43-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-K43-both_sexes.tsv.bgz.tbi,1593536935,2050769,8570d4d3163b19ee30d364f9badaace7,29afb755e30f72e72946c3570f59c9fe,IC_Ventral_hernia_h0.07004_n4646,K43,0,IC_Ventral_hernia_h0.07004,1.06,h2_z_insignificant,,0.0034,K43,0,Ventral hernia,88
categorical,20002,both_sexes,1474,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",hiatus hernia,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1474.tsv.bgz.tbi,10795,6369,4426,"AFR,CSA,EUR",3,59,,57,,9850,,6565,,8792,,410623,,0.0665,,0,,0.078224,,1.0309,,1.0066,,1.0958,,categorical-20002-both_sexes-1474.tsv.bgz,categorical-20002-both_sexes-1474.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1474.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1474.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1474.tsv.bgz.tbi,1604671933,2053025,7377af035290e83c39fc131cf6be0c8d,bcf5062ad9bf4cf72a1ae6ec24b2d212,CA_hiatus_hernia_h0.07822_n10795,Q40.1,0,CA_hiatus_hernia_h0.07822,1.12,PASS,"AFR,CSA,EUR",0.0141,K44,0,inguinal hernia,64
phecode,555.1,both_sexes,,,Regional enteritis,,Regional enteritis,digestive,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-555.1-both_sexes.tsv.bgz.tbi,2307,1156,959,EUR,1,,,,,2008,,,,,,330270,,,,,,0.12749,,,,,,1.0802,,phecode-555.1-both_sexes.tsv.bgz,phecode-555.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-555.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-555.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-555.1-both_sexes.tsv.bgz.tbi,542726375,1751928,0a7b99ccbba0fba9d0bf45256352d1cc,8b3e68dbd051b272a0ded24fa05b2b51,PH_Regional_enteritis_h0.12749_n2307,K50,0,PH_Regional_enteritis_h0.12749,1.04,h2_z_insignificant,,0.0086,K50,1,Bacterial enteritis,76
