;phenocode;X;Unnamed..0;Unnamed..0.1;trait_type;pheno_sex;coding;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10
204;528.5;1089;1089;6195;phecode;both_sexes;;;Diseases of lips;;;digestive;920;467;371;EUR;1;NA;NA;NA;NA;808;NA;NA;NA;NA;NA;413830;NA;NA;NA;NA;NA;0.080818;NA;NA;NA;NA;NA;1.016;NA;phecode-528.5-both_sexes.tsv.bgz;phecode-528.5-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-528.5-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-528.5-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-528.5-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-528.5-both_sexes.tsv.bgz.tbi;535257477;1751479;c783cad1373b0deee329fffe3decdc99;0ddfe22f12911d911569a68dccb39969;PH_Diseases_of_lips_h0.08082_n920;digestive;;PH_Diseases_of_lips_h0.08082_n920;K13
205;529;1090;1090;6198;phecode;both_sexes;;;Diseases and other conditions of the tongue;;;digestive;1712;877;723;EUR;1;NA;NA;NA;NA;1522;NA;NA;NA;NA;NA;413830;NA;NA;NA;NA;NA;0.10725;NA;NA;NA;NA;NA;1.0313;NA;phecode-529-both_sexes.tsv.bgz;phecode-529-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-529-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-529-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-529-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-529-both_sexes.tsv.bgz.tbi;540873552;1751559;1cbe6f5b2d901d530847a3b1490f10a9;4307641cc9fe50d0eef90d6b85ea954c;PH_Diseases_and_other_conditions_of_the_tongue_h0.10725_n1712;digestive;;PH_Diseases_and_other_conditions_of_the_tongue_h0.10725_n1712;K14
206;529.1;1091;1091;6199;phecode;both_sexes;;;Glossitis;;;digestive;420;199;191;EUR;1;NA;NA;NA;NA;367;NA;NA;NA;NA;NA;413830;NA;NA;NA;NA;NA;0.11031;NA;NA;NA;NA;NA;0.98031;NA;phecode-529.1-both_sexes.tsv.bgz;phecode-529.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-529.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-529.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-529.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-529.1-both_sexes.tsv.bgz.tbi;526304329;1751089;a9860d86f034ab51b02779181a19383c;130d928d3c2ace20fcad8363e730b7b4;PH_Glossitis_h0.11031_n420;digestive;;PH_Glossitis_h0.11031_n420;K14
207;53;886;886;5461;phecode;both_sexes;;;Herpes zoster;;;infectious diseases;738;354;338;EUR;1;NA;NA;NA;NA;655;NA;NA;NA;NA;NA;413496;NA;NA;NA;NA;NA;0.10593;NA;NA;NA;NA;NA;1.0281;NA;phecode-053-both_sexes.tsv.bgz;phecode-053-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-053-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-053-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-053-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-053-both_sexes.tsv.bgz.tbi;533419594;1751559;9970ef1b6b7ce8d874c02d0c58d01b34;33f4f23d1c4d3aa5c6aa31a462a6cabb;PH_Herpes_zoster_h0.10593_n738;infectious_diseases;;PH_Herpes_zoster_h0.10593_n738;B02
208;530.2;1092;1092;6205;phecode;both_sexes;;;Esophageal bleeding (varices/hemorrhage);;;digestive;2492;1067;1225;EUR;1;NA;NA;NA;NA;2166;NA;NA;NA;NA;NA;371349;NA;NA;NA;NA;NA;0.13031;NA;NA;NA;NA;NA;1.0451;NA;phecode-530.2-both_sexes.tsv.bgz;phecode-530.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-530.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-530.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-530.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-530.2-both_sexes.tsv.bgz.tbi;543037145;1752065;6ddb3953ef2418778a2ee64de1ba9f9b;f3fbfe5af671f4d4f1debc2fd496a55b;PH_Esophageal_bleeding_(varices_hemorrhage)_h0.13031_n2492;digestive;;PH_Esophageal_bleeding_(varices_hemorrhage)_h0.13031_n2492;I85
209;531.1;1093;1093;6212;phecode;both_sexes;;;Hemorrhage from gastrointestinal ulcer;;;digestive;930;251;598;EUR;1;NA;NA;NA;NA;788;NA;NA;NA;NA;NA;411516;NA;NA;NA;NA;NA;0.10714;NA;NA;NA;NA;NA;0.99628;NA;phecode-531.1-both_sexes.tsv.bgz;phecode-531.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-531.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-531.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-531.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-531.1-both_sexes.tsv.bgz.tbi;534898380;1751537;5bd75f12b6e8dffda03cedd193d65dd5;7b31cf7e0f780c816ca4152578b11f10;PH_Hemorrhage_from_gastrointestinal_ulcer_h0.10714_n930;digestive;;PH_Hemorrhage_from_gastrointestinal_ulcer_h0.10714_n930;K25
210;531.4;1094;1094;6215;phecode;both_sexes;;;Peptic ulcer, site unspecified;;;digestive;601;216;320;EUR;1;NA;NA;NA;NA;502;NA;NA;NA;NA;NA;411516;NA;NA;NA;NA;NA;0.26116;NA;NA;NA;NA;NA;1.0032;NA;phecode-531.4-both_sexes.tsv.bgz;phecode-531.4-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-531.4-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-531.4-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-531.4-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-531.4-both_sexes.tsv.bgz.tbi;529695420;1751827;a44d42dc4ab2bd0b47876df34d082eb2;f91803cb4cd995b25711c64ab67453b5;PH_Peptic_ulcer,_site_unspecified_h0.26116_n601;digestive;;PH_Peptic_ulcer,_site_unspecified_h0.26116_n601;K27
211;535.1;1095;1095;6218;phecode;both_sexes;;;Acute gastritis;;;digestive;1671;788;747;EUR;1;NA;NA;NA;NA;1447;NA;NA;NA;NA;NA;379860;NA;NA;NA;NA;NA;0.14624;NA;NA;NA;NA;NA;1.0326;NA;phecode-535.1-both_sexes.tsv.bgz;phecode-535.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.1-both_sexes.tsv.bgz.tbi;540160196;1751815;396b234e18f3d4783268fe47cfdef088;4a3aa7dd61d0206e72349cf9ad2228a1;PH_Acute_gastritis_h0.14624_n1671;digestive;;PH_Acute_gastritis_h0.14624_n1671;K29
212;535.2;1096;1096;6219;phecode;both_sexes;;;Atrophic gastritis;;;digestive;568;266;247;EUR;1;NA;NA;NA;NA;468;NA;NA;NA;NA;NA;379860;NA;NA;NA;NA;NA;0.15051;NA;NA;NA;NA;NA;0.98154;NA;phecode-535.2-both_sexes.tsv.bgz;phecode-535.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-535.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-535.2-both_sexes.tsv.bgz.tbi;529298087;1751777;8c50ee1427ba0183227e6daa490e9747;b4dbd5aa0ecddacc55a6c42c23e5f60d;PH_Atrophic_gastritis_h0.15051_n568;digestive;;PH_Atrophic_gastritis_h0.15051_n568;K29
213;536;1097;1097;6223;phecode;both_sexes;;;Disorders of function of stomach;;;digestive;345;159;150;EUR;1;NA;NA;NA;NA;299;NA;NA;NA;NA;NA;379860;NA;NA;NA;NA;NA;0.40078;NA;NA;NA;NA;NA;0.98024;NA;phecode-536-both_sexes.tsv.bgz;phecode-536-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-536-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-536-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-536-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-536-both_sexes.tsv.bgz.tbi;522431431;1750903;7fdbb8b8c94223108a5c63e9c8318726;43b27f9789e354852dd009d9ed7627e7;PH_Disorders_of_function_of_stomach_h0.40078_n345;digestive;;PH_Disorders_of_function_of_stomach_h0.40078_n345;K31
214;540.11;1098;1098;6227;phecode;both_sexes;;;Acute appendicitis;;;digestive;3938;1851;1784;EUR;1;NA;NA;NA;NA;3490;NA;NA;NA;NA;NA;416195;NA;NA;NA;NA;NA;0.051381;NA;NA;NA;NA;NA;1.0739;NA;phecode-540.11-both_sexes.tsv.bgz;phecode-540.11-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-540.11-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-540.11-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-540.11-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-540.11-both_sexes.tsv.bgz.tbi;545071425;1751944;b5aeff7907504c646cb962942d7bebc5;09575edb5562fc6126612024f5afa9f5;PH_Acute_appendicitis_h0.05138_n3938;digestive;;PH_Acute_appendicitis_h0.05138_n3938;K35
215;555.1;1099;1099;6235;phecode;both_sexes;;;Regional enteritis;;;digestive;2307;1156;959;EUR;1;NA;NA;NA;NA;2008;NA;NA;NA;NA;NA;330270;NA;NA;NA;NA;NA;0.12749;NA;NA;NA;NA;NA;1.0802;NA;phecode-555.1-both_sexes.tsv.bgz;phecode-555.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-555.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-555.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-555.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-555.1-both_sexes.tsv.bgz.tbi;542726375;1751928;0a7b99ccbba0fba9d0bf45256352d1cc;8b3e68dbd051b272a0ded24fa05b2b51;PH_Regional_enteritis_h0.12749_n2307;digestive;;PH_Regional_enteritis_h0.12749_n2307;K50
216;555.2;1100;1100;6236;phecode;both_sexes;;;Ulcerative colitis;;;digestive;4234;1847;2026;EUR;1;NA;NA;NA;NA;3670;NA;NA;NA;NA;NA;330270;NA;NA;NA;NA;NA;0.13859;NA;NA;NA;NA;NA;1.068;NA;phecode-555.2-both_sexes.tsv.bgz;phecode-555.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-555.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-555.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-555.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-555.2-both_sexes.tsv.bgz.tbi;545584067;1752292;041a2200d7eb6cf6ee52ca74346538c2;43f836c2d72b96c68b63faafcebf37bf;PH_Ulcerative_colitis_h0.13859_n4234;digestive;;PH_Ulcerative_colitis_h0.13859_n4234;K51
217;557;1101;1101;6240;phecode;both_sexes;;;Intestinal malabsorption (non-celiac);;;digestive;2771;1682;906;EUR;1;NA;NA;NA;NA;2516;NA;NA;NA;NA;NA;330270;NA;NA;NA;NA;NA;0.15344;NA;NA;NA;NA;NA;1.0678;NA;phecode-557-both_sexes.tsv.bgz;phecode-557-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-557-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-557-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-557-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-557-both_sexes.tsv.bgz.tbi;544048678;1751984;c669b6ccf319873964d496d541ba5a28;d8feb518de2b873215e18c55bcec1a62;PH_Intestinal_malabsorption_(non-celiac)_h0.15344_n2771;digestive;;PH_Intestinal_malabsorption_(non-celiac)_h0.15344_n2771;K90
218;557.1;1102;1102;6241;phecode;both_sexes;;;Celiac disease;;;digestive;2415;1468;784;EUR;1;NA;NA;NA;NA;2202;NA;NA;NA;NA;NA;330270;NA;NA;NA;NA;NA;0.2559;NA;NA;NA;NA;NA;1.0511;NA;phecode-557.1-both_sexes.tsv.bgz;phecode-557.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-557.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-557.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-557.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-557.1-both_sexes.tsv.bgz.tbi;543273044;1752179;4fe05da3ea4e0163709fa0b9315910c4;ea7928ffd6d78abf2c931f3e137adda1;PH_Celiac_disease_h0.25590_n2415;digestive;;PH_Celiac_disease_h0.25590_n2415;K90
219;559;1103;1103;6243;phecode;both_sexes;;;Ileostomy status;;;digestive;2226;891;1183;EUR;1;NA;NA;NA;NA;2003;NA;NA;NA;NA;NA;330270;NA;NA;NA;NA;NA;0.080906;NA;NA;NA;NA;NA;1.0299;NA;phecode-559-both_sexes.tsv.bgz;phecode-559-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-559-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-559-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-559-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-559-both_sexes.tsv.bgz.tbi;542643070;1751898;cea7dd8a91af9c0bbcf1ebb5e3f13546;16055ab602ce4d1662a1f162b036c623;PH_Ileostomy_status_h0.08091_n2226;digestive;;PH_Ileostomy_status_h0.08091_n2226;Z93
220;560.3;1104;1104;6247;phecode;both_sexes;;;Peritoneal or intestinal adhesions;;;digestive;1240;666;474;EUR;1;NA;NA;NA;NA;1082;NA;NA;NA;NA;NA;330270;NA;NA;NA;NA;NA;0.051561;NA;NA;NA;NA;NA;1.0289;NA;phecode-560.3-both_sexes.tsv.bgz;phecode-560.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-560.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-560.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-560.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-560.3-both_sexes.tsv.bgz.tbi;538058949;1751919;fa529f0eaa4d5ebab7b7bbc0cd37c15c;f4e87f54ecfab0e8f56c3ac68dc450ea;PH_Peritoneal_or_intestinal_adhesions_h0.05156_n1240;digestive;;PH_Peritoneal_or_intestinal_adhesions_h0.05156_n1240;K56
221;567;1105;1105;6261;phecode;both_sexes;;;Peritonitis and retroperitoneal infections;;;digestive;1265;516;657;EUR;1;NA;NA;NA;NA;1117;NA;NA;NA;NA;NA;383086;NA;NA;NA;NA;NA;0.15826;NA;NA;NA;NA;NA;1.0169;NA;phecode-567-both_sexes.tsv.bgz;phecode-567-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-567-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-567-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-567-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-567-both_sexes.tsv.bgz.tbi;538208120;1751579;592898c25885ca8a2cd9611796a11dbb;d5578143631be02b7ce3a94653f78790;PH_Peritonitis_and_retroperitoneal_infections_h0.15826_n1265;digestive;;PH_Peritonitis_and_retroperitoneal_infections_h0.15826_n1265;K65
222;571.8;1106;1106;6271;phecode;both_sexes;;;Liver abscess and sequelae of chronic liver disease;;;digestive;1610;501;962;EUR;1;NA;NA;NA;NA;1385;NA;NA;NA;NA;NA;408402;NA;NA;NA;NA;NA;0.061273;NA;NA;NA;NA;NA;0.99146;NA;phecode-571.8-both_sexes.tsv.bgz;phecode-571.8-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-571.8-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-571.8-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-571.8-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-571.8-both_sexes.tsv.bgz.tbi;539971692;1751950;f94acc0f8e0778acbe16a377cd12a947;0e34a97fb8f12d80276293b900151b48;PH_Liver_abscess_and_sequelae_of_chronic_liver_disease_h0.06127_n1610;digestive;;PH_Liver_abscess_and_sequelae_of_chronic_liver_disease_h0.06127_n1610;K73
223;571.81;1107;1107;6272;phecode;both_sexes;;;Portal hypertension;;;digestive;845;241;523;EUR;1;NA;NA;NA;NA;725;NA;NA;NA;NA;NA;408402;NA;NA;NA;NA;NA;0.093934;NA;NA;NA;NA;NA;1.0006;NA;phecode-571.81-both_sexes.tsv.bgz;phecode-571.81-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-571.81-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-571.81-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-571.81-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-571.81-both_sexes.tsv.bgz.tbi;534066305;1751503;776d1391902eec9c9da625773563c94b;6983d4d24f99c79887f3ab477352244c;PH_Portal_hypertension_h0.09393_n845;digestive;;PH_Portal_hypertension_h0.09393_n845;K76
224;573.2;1108;1108;6275;phecode;both_sexes;;;Liver replaced by transplant;;;digestive;144;43;86;EUR;1;NA;NA;NA;NA;118;NA;NA;NA;NA;NA;408402;NA;NA;NA;NA;NA;0.22252;NA;NA;NA;NA;NA;0.97015;NA;phecode-573.2-both_sexes.tsv.bgz;phecode-573.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-573.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-573.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-573.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-573.2-both_sexes.tsv.bgz.tbi;509369760;1750413;2ef42c726cb71e32e108db5edd0d3208;6a41c2f7fb8e651de35a703917c72349;PH_Liver_replaced_by_transplant_h0.22252_n144;digestive;;PH_Liver_replaced_by_transplant_h0.22252_n144;Z94
225;573.3;1109;1109;6276;phecode;both_sexes;;;Hepatomegaly;;;digestive;944;305;560;EUR;1;NA;NA;NA;NA;818;NA;NA;NA;NA;NA;408402;NA;NA;NA;NA;NA;0.18494;NA;NA;NA;NA;NA;1.0033;NA;phecode-573.3-both_sexes.tsv.bgz;phecode-573.3-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-573.3-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-573.3-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-573.3-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-573.3-both_sexes.tsv.bgz.tbi;535216049;1751812;0cb6e83604b59ca2cd2a7cc8aee341ec;bbe1ce425132b8048b2872c8f8d03eb4;PH_Hepatomegaly_h0.18494_n944;digestive;;PH_Hepatomegaly_h0.18494_n944;R16
226;573.5;1110;1110;6277;phecode;both_sexes;;;Jaundice (not of newborn);;;digestive;1263;465;695;EUR;1;NA;NA;NA;NA;1104;NA;NA;NA;NA;NA;408402;NA;NA;NA;NA;NA;0.069587;NA;NA;NA;NA;NA;1.0119;NA;phecode-573.5-both_sexes.tsv.bgz;phecode-573.5-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-573.5-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-573.5-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-573.5-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-573.5-both_sexes.tsv.bgz.tbi;538406238;1751798;12e0a594d3fd90ce1b34f268d2c07202;7ba5134bab68bcb4716dc024b45aa1a4;PH_Jaundice_(not_of_newborn)_h0.06959_n1263;digestive;;PH_Jaundice_(not_of_newborn)_h0.06959_n1263;R17
227;574.11;1111;1111;6282;phecode;both_sexes;;;Cholelithiasis with acute cholecystitis;;;digestive;2145;1249;763;EUR;1;NA;NA;NA;NA;1924;NA;NA;NA;NA;NA;399542;NA;NA;NA;NA;NA;0.12561;NA;NA;NA;NA;NA;1.0422;NA;phecode-574.11-both_sexes.tsv.bgz;phecode-574.11-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.11-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-574.11-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.11-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-574.11-both_sexes.tsv.bgz.tbi;542451784;1751895;673e044aa9b96c752285dbe176ead2b3;a07d7aad63d2d7f8ce6dd22f8a47850b;PH_Cholelithiasis_with_acute_cholecystitis_h0.12561_n2145;digestive;;PH_Cholelithiasis_with_acute_cholecystitis_h0.12561_n2145;K80
